Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
H02,EK15,PWSIC,456.733276367188,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,9134.666015625,,,478.305603027344,435.549438476563,5520,1776,3744,574,1202,1261,2483,0,1.92138707637787,,,2.04757838738184,1.79519567892397,2,,1750,,,UBE3A,0.960693516576452,,,1.02378919369092,0.897597839461983,48.9976382567893,,,50.6389088181588,47.3563676954199,6444.77670150619,575.595489933959,2463.94074930937,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,467.690155029297,445.877563476563,,,1.98576497573567,1.85700909057014,,,0.992882487867834,0.92850454528507,,,49.8349509443997,48.160325569179
H02,EK15,UBE3A,475.420379638672,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,9508.4072265625,,,497.527954101563,453.720611572266,5520,1835,3685,574,1202,1261,2483,0,,,,,,,,1750,,,,,,,,,,,,,,5167.59154142541,872.222122552631,2300.12119567428,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,486.647827148438,464.299072265625,,,,,,,,,,,,
A03,EK16,PWSIC,289.461181640625,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,5789.2236328125,,,299.511810302734,279.495666503906,14809,3230,11579,818,2412,2865,8714,1.98612641450583,1.720871925354,,,1.80242143835084,1.63932240546871,2,,1750,,,UBE3A,0.860435960954886,,,0.901210719175418,0.819661202734354,46.2491576712621,,,47.4272028424484,45.0711125000758,7196.32957861933,623.85205525254,2057.3791266601,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,294.578308105469,284.366180419922,,,1.76247796462477,1.67926587919477,,,0.881238982312385,0.839632939597387,,,46.8501887975226,45.6481265450016
A03,EK16,UBE3A,336.412231445313,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,6728.24462890625,,,347.365020751953,325.560424804688,14809,3683,11126,818,2412,2865,8714,1.98612641450583,,,,,,,,1750,,,,,,,,,,,,,,5915.58415387475,951.63712348506,2186.17131977956,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,341.987640380859,330.863098144531,,,,,,,,,,,,
B03,EK17,PWSIC,765.029113769531,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,15300.58203125,,,784.712280273438,745.669799804688,12784,6112,6672,3470,2642,3842,2830,0,1.53267240524292,,,1.58596310431408,1.47938168695741,2,,1750,,,UBE3A,0.766336197817872,,,0.792981552157038,0.739690843478707,43.3856362545591,,,44.2396694700633,42.531603039055,7190.58074997108,650.597251608503,3777.34781027498,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,775.030334472656,755.112121582031,,,1.55985930475263,1.50548548651886,,,0.779929652376316,0.752742743259429,,,43.8213317817638,42.9499407273545
B03,EK17,UBE3A,998.294372558594,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,19965.88671875,,,1022.10858154297,974.95263671875,12784,7312,5472,3470,2642,3842,2830,0,,,,,,,,1750,,,,,,,,,,,,,,5913.01355539735,1012.66325942815,3815.49190180353,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,1010.38427734375,986.327392578125,,,,,,,,,,,,
C03,EK18,PWSIC,299.650390625,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,5993.0078125,,,309.507995605469,289.874694824219,16006,3599,12407,1125,2474,3941,8466,0,1.33864641189575,,,1.39608044147639,1.28121238531338,2,,1750,,,UBE3A,0.669323206697442,,,0.698040220738196,0.640606192656688,40.0954832480655,,,41.1260079791469,39.064958516984,6541.77799059716,647.793427404086,1973.07459964773,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,304.669464111328,294.652618408203,,,1.36794891902995,1.30934390775982,,,0.683974459514975,0.654671953879909,,,40.6212509462101,39.5697155499208
C03,EK18,UBE3A,447.691619873047,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,8953.83203125,,,460.160217285156,435.353729248047,16006,5066,10940,1125,2474,3941,8466,0,,,,,,,,1750,,,,,,,,,,,,,,5716.54777886488,945.8543416025,2455.80891820947,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,454.03662109375,441.380584716797,,,,,,,,,,,,
D03,EK19,PWSIC,353.747924804688,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,7074.95849609375,,,366.123443603516,341.501220703125,12307,3196,9111,1730,1466,5092,4019,0,0.744132399559021,,,0.775753859263586,0.712510993983927,2,,1750,,,UBE3A,0.372066213311878,,,0.387876929631793,0.356255496991964,27.117219978312,,,27.9570693590122,26.2773705976118,7036.95560929892,630.869221295108,2294.46328126588,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,360.045684814453,347.483673095703,,,0.760265012807625,0.727999840439888,,,0.380132506403812,0.363999920219944,,,27.5456933707082,26.6887465859159
D03,EK19,UBE3A,950.766052246094,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,19015.3203125,,,974.17822265625,927.810607910156,12307,6822,5485,1730,1466,5092,4019,0,,,,,,,,1750,,,,,,,,,,,,,,5668.69224716093,941.201259471855,3561.73782549239,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,962.65283203125,938.998107910156,,,,,,,,,,,,
E03,EK20,PWSIC,418.881500244141,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,8377.6298828125,,,431.424835205078,406.470458984375,14608,4376,10232,1926,2450,4540,5692,0,1.21823406219482,,,1.26539369225966,1.17107443862886,2,,1750,,,UBE3A,0.609117032722129,,,0.63269684612983,0.585537219314429,37.8541162846118,,,38.7647948196507,36.9434377495729,7681.46641668846,636.275320973221,2746.74603803578,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,425.264434814453,412.532958984375,,,1.24229421813262,1.1941739127559,,,0.621147109066309,0.59708695637795,,,38.3187311698995,37.3895013993241
E03,EK20,UBE3A,687.686401367188,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13753.728515625,,,704.812255859375,670.806396484375,14608,6466,8142,1926,2450,4540,5692,0,,,,,,,,1750,,,,,,,,,,,,,,5882.01625243688,975.002127159904,3147.0142666753,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,696.392944335938,679.043884277344,,,,,,,,,,,,
F03,EK21,PWSIC,232.060653686523,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4641.212890625,,,241.255783081055,222.93684387207,13820,2474,11346,1085,1389,5177,6169,0,0.653680920600891,,,0.684273714464903,0.623088109654183,2,,1750,,,UBE3A,0.326840456029772,,,0.342136857232451,0.311544054827092,24.6329884308591,,,25.50185253669,23.7641243250282,7557.22212479513,637.296957727759,1876.07372063114,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,236.743072509766,227.39680480957,,,0.66928906981353,0.638072754305556,,,0.334644534906765,0.319036377152778,,,25.07627466044,24.1897022012782
F03,EK21,UBE3A,710.012023925781,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,14200.240234375,,,728.0029296875,692.292114257813,13820,6262,7558,1085,1389,5177,6169,0,,,,,,,,1750,,,,,,,,,,,,,,5790.63864661101,947.867215974459,3142.18231717894,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,719.156677246094,700.937927246094,,,,,,,,,,,,
G03,EK22,PWSIC,0.128218680620193,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,2.56437349319458,,,0.410733789205551,0.0194242335855961,18352,2,18350,2,0,8877,9473,0.128218684830431,0.000329614558722824,,,0.000832636994034833,0,2,,1750,,,UBE3A,0.000164807273404057,,,0.000416318497017417,0,0.0164780116442355,,,0.0416208458787442,0,2322.48663330078,632.405018110977,632.589203116991,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,0.246512830257416,0.0556451939046383,,,0.000574974195491068,8.42548981251592E-05,,,0.000287487097745534,4.21274490625796E-05,,,0.0287419513723414,0.00421407191612955
G03,EK22,UBE3A,777.991638183594,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,15559.8330078125,,,794.587280273438,761.626892089844,18352,8879,9473,2,0,8877,9473,0.128218684830431,,,,,,,,1750,,,,,,,,,,,,,,5726.31897529459,893.875944514694,3231.89151068158,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,786.429565429688,769.613830566406,,,,,,,,,,,,
H03,EK23,PWSIC,435.411254882813,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,8708.224609375,,,449.616333007813,421.375671386719,11945,3695,8250,1580,2115,3571,4679,0,1.31177496910095,,,1.36770058110468,1.25584938112131,2,,1750,,,UBE3A,0.655887490556498,,,0.68385029055234,0.627924690560656,39.6094236049861,,,40.6292329936058,38.5896142163665,7354.33505654548,615.132240556197,2699.79983411672,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,442.637298583984,428.229309082031,,,1.34030707850125,1.28324288372474,,,0.670153539250627,0.64162144186237,,,40.1297094990647,39.0891377109076
H03,EK23,UBE3A,663.850524902344,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13277.0107421875,,,682.366149902344,645.621643066406,11945,5151,6794,1580,2115,3571,4679,0,,,,,,,,1750,,,,,,,,,,,,,,5605.04187360085,940.297569897023,2951.85871752184,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,673.260803222656,654.514831542969,,,,,,,,,,,,
A04,EK24,PWSIC,0.388338208198547,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,7.76676416397095,,,0.844022333621979,0.136525094509125,15150,5,15145,2,3,5333,9812,0.0286895794252117,0.0015208296244964,,,0.00290680822787455,0.000134850969137587,2,,1750,,,UBE3A,0.000760414799253035,,,0.00145340411393728,6.74254845687936E-05,0.0759837007947171,,,0.145177360487555,0.00679004110187886,6566.1537109375,612.726325399878,614.691152919859,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,0.591490149497986,0.238113790750504,,,0.00221310287714905,0.000828556319863084,,,0.00110655143857453,0.000414278159931542,,,0.110544783225472,0.0414226183639627
