Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
A06,EK08,PWSIC,232.980133056641,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4659.6025390625,,,241.673004150391,224.350997924805,15524,2789,12735,1112,1677,4810,7925,7.15766410700955,0.824423789978027,,,0.86169021330099,0.787157387106605,2,,1750,,,UBE3A,0.412211900101899,,,0.430845106650495,0.393578693553303,29.1890969104676,,,30.1234001712351,28.2547936497001,8048.12572607544,650.108896373663,1979.21666099865,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,237.407241821289,228.569610595703,,,0.843436838672653,0.805410761734943,,,0.421718419336326,0.402705380867472,,,29.6657712765307,28.7124225444045
A06,EK08,UBE3A,565.195068359375,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11303.9013671875,,,579.819702148438,550.75,15524,5922,9602,1112,1677,4810,7925,7.15766410700955,,,,,,,,1750,,,,,,,,,,,,,,5029.75423341988,934.878970673173,2496.96678991988,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,572.633850097656,557.802978515625,,,,,,,,,,,,
A07,EK16,PWSIC,148.954605102539,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,2979.09204101563,,,155.931121826172,142.019226074219,14833,1764,13069,448,1316,3344,9725,0,0.857688128948212,,,0.906215875573334,0.809160393027912,2,,1750,,,UBE3A,0.428844067150312,,,0.453107937786667,0.404580196513956,30.0133567412712,,,31.2018327250007,28.8248807575417,8146.92283322427,628.992999037803,1523.05544274473,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,152.508880615234,145.411041259766,,,0.882446862637867,0.832929405963379,,,0.441223431318933,0.41646470298169,,,30.6197141204687,29.4069993620736
A07,EK16,UBE3A,347.339782714844,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,6946.7958984375,,,358.488067626953,336.296142578125,14833,3792,11041,448,1316,3344,9725,0,,,,,,,,1750,,,,,,,,,,,,,,4894.98680604058,887.088069219583,1911.69212841363,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,353.014495849609,341.692321777344,,,,,,,,,,,,
A08,EK24,PWSIC,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.21078884601593,0,16723,0,16723,0,0,6230,10493,0,0,,,,,2,,1750,,,UBE3A,,,,,,,,,,,0,646.545868388918,646.54586838892,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.0963137075304985,0,,,,,,,,,,,,
A08,EK24,UBE3A,548.325439453125,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,10966.5087890625,,,562.145935058594,534.665466308594,16723,6230,10493,0,0,6230,10493,0,,,,,,,,1750,,,,,,,,,,,,,,4778.04817174725,865.128595769343,2322.85083211104,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,555.3564453125,541.336242675781,,,,,,,,,,,,
A09,,SNORD107,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,,,,,,0,-1,-1,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,,,,,,,,,,,,,,
A09,,UBE3A,No Call,CHECK,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,,,,,,0,-1,-1,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,,,,,,,,,,,,,,
A10,EK08,SNORD107,563.596130371094,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,11271.9228515625,,,579.314147949219,548.085388183594,13404,5102,8302,1957,3145,3137,5165,4.1202514865398,2.00402903556824,,,2.0825775841919,1.92548067137482,2,,1750,,,UBE3A,1.00201456389168,,,1.04128879209595,0.962740335687408,50.0503134174949,,,51.0301940961648,49.070432738825,8887.73028710402,487.762195202104,3685.06428449512,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,571.589294433594,555.656921386719,,,2.04410316064635,1.96395509492037,,,1.02205158032318,0.981977547460183,,,50.5502312047343,49.5503956302555
A10,EK08,UBE3A,562.463012695313,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11249.259765625,,,578.160949707031,546.971740722656,13404,5094,8310,1957,3145,3137,5165,4.1202514865398,,,,,,,,2000,,,,,,,,,,,,,,5093.51270269327,1072.02417798645,2600.33382770717,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,570.445983886719,554.533813476563,,,,,,,,,,,,
A11,EK16,SNORD107,377.800018310547,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,7556.00048828125,,,389.366119384766,366.346496582031,15200,4175,11025,1170,3005,3005,8020,3.41530222288855,2,,,2.0861690343847,1.91383096561531,2,,1750,,,UBE3A,1,,,1.04308451719235,0.956915482807652,50,,,51.0771129298087,48.9228870701913,8311.91063342066,492.173523378264,2640.02894669584,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,383.686889648438,371.942443847656,,,2.04396282088152,1.95603717911848,,,1.02198141044076,0.978018589559241,,,50.549535261019,49.450464738981
A11,EK16,UBE3A,377.800018310547,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,7556.00048828125,,,389.366119384766,366.346496582031,15200,4175,11025,1170,3005,3005,8020,3.41530222288855,,,,,,,,2000,,,,,,,,,,,,,,5029.32000748503,993.12785254792,2101.75300036782,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,383.686889648438,371.942443847656,,,,,,,,,,,,
A12,EK24,SNORD107,0.21857325732708,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4.37146520614624,,,0.579380810260773,0.051871046423912,16149,3,16146,1,2,6128,10018,0,0.000778533343691379,,,0.00171820458579732,0,2,,1750,,,UBE3A,0.000389266667084823,,,0.000859102292898662,0,0.0389115197508776,,,0.0858585254096056,0,8792.03092447917,491.683192241418,493.225147978411,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,0.374222189188004,0.113580174744129,,,0.00124283063918335,0.000314236029155939,,,0.000621415319591676,0.00015711801457797,,,0.0621083220027861,0.0157147174989691
A12,EK24,UBE3A,561.500061035156,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,11230.0009765625,,,575.777709960938,547.3935546875,16149,6129,10020,1,2,6128,10018,0,,,,,,,,2000,,,,,,,,,,,,,,4823.83266761296,886.210628888707,2380.64901363952,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,568.762939453125,554.28173828125,,,,,,,,,,,,
B01,EK01,PWSIC,0.0917361751198769,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,1.83472347259521,,,0.4381964802742,0.00385277555324137,12825,1,12824,1,0,0,12824,0.0917361698212585,2,,,8.69588368105683,0,2,,1750,,,UBE3A,1,,,4.34794184052842,0,50,,,133.69854601321,0,5177.994140625,588.784205714539,589.14203884787,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,0.228344619274139,0.0248597972095013,,,5.13694128542901,0,,,2.56847064271451,0,,,89.2117660678626,10.7882339321374
B01,EK01,UBE3A,0.0917361751198769,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,1.83472347259521,,,0.4381964802742,0.00385277555324137,12825,1,12824,1,0,0,12824,0.0917361698212585,,,,,,,,1750,,,,,,,,,,,,,,2307.97705078125,860.751030620306,860.863874754431,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,0.228344619274139,0.0248597972095013,,,,,,,,,,,,
B02,EK09,PWSIC,585.932250976563,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,11718.64453125,,,600.396362304688,571.643737792969,16608,6515,10093,3284,3231,5037,5056,4.6235617487273,1.43281042575836,,,1.47995520070085,1.38566574872818,2,,1750,,,UBE3A,0.716405237357256,,,0.739977600350424,0.692832874364088,41.7387002652301,,,42.5388356155022,40.9385649149579,7664.478035513,644.439807803782,3398.26621998621,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,593.289672851563,578.620483398438,,,1.45686282946516,1.40875811996387,,,0.728431414732579,0.704379059981933,,,42.1469143101872,41.3304862202729
B02,EK09,UBE3A,817.878234863281,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,16357.564453125,,,835.945739746094,800.083984375,16608,8321,8287,3284,3231,5037,5056,4.6235617487273,,,,,,,,1750,,,,,,,,,,,,,,5119.44793628555,1001.33909565505,3064.60882487508,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,827.061645507813,808.765869140625,,,,,,,,,,,,
B03,EK17,PWSIC,659.766906738281,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,13195.337890625,,,676.341247558594,643.422790527344,14763,6337,8426,2821,3516,3741,4685,1.07259363324064,1.90791773796082,,,1.97469282932863,1.84114270204068,2,,1750,,,UBE3A,0.953958882842329,,,0.987346414664316,0.920571351020341,48.821850409393,,,49.6963376430042,47.9473631757818,8027.7649652193,651.115560756623,3817.53344845425,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,668.194091796875,651.399719238281,,,1.9419850612076,1.87385047016171,,,0.970992530603801,0.936925235080856,,,49.2679962218076,48.3757045969785
B03,EK17,UBE3A,691.609375,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13832.1875,,,708.708984375,674.754699707031,14763,6562,8201,2821,3516,3741,4685,1.07259363324064,,,,,,,,1750,,,,,,,,,,,,,,4578.50410369808,1019.11823902984,2601.22824674865,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,700.302612304688,682.979858398438,,,,,,,,,,,,
B04,EK25,PWSIC,32.4697227478027,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,649.394470214844,,,35.6403350830078,29.3076343536377,14841,404,14437,141,263,4672,9765,1.2031168449015,0.14080810546875,,,0.155111105685566,0.126505106528186,2,,1750,,,UBE3A,0.0704040530534379,,,0.0775555528427828,0.063252553264093,6.57733431152499,,,7.20150251425676,5.95316610879322,8148.74925670057,640.390853352318,844.78252473246,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,34.0863151550293,30.8553524017334,,,0.148105522588228,0.133510689625524,,,0.0740527612941138,0.066755344812762,,,6.89578606737463,6.25888255567534
B04,EK25,UBE3A,461.191101074219,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,9223.822265625,,,474.377868652344,448.150512695313,14841,4813,10028,141,263,4672,9765,1.2031168449015,,,,,,,,1750,,,,,,,,,,,,,,4857.01841149012,872.083777343604,2164.41518318871,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,467.900573730469,454.519683837891,,,,,,,,,,,,
B05,EK01,PWSIC,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.249952509999275,0,14103,0,14103,0,0,0,14103,0,,,,,,,,1750,,,UBE3A,,,,,,,,,,,0,603.042930043116,603.042930043119,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.114207357168198,0,,,,,,,,,,,,
B05,EK01,UBE3A,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,0,,,0.249952509999275,0,14103,0,14103,0,0,0,14103,0,,,,,,,,1750,,,,,,,,,,,,,,0,862.713095036296,862.713095036295,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,0.114207357168198,0,,,,,,,,,,,,
B06,EK09,PWSIC,379.636596679688,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,7592.73193359375,,,391.294860839844,368.0927734375,15047,4150,10897,1990,2160,5167,5730,3.30648183970993,0.999689817428589,,,1.03827267025835,0.96110694007265,2,,1750,,,UBE3A,0.49984490258275,,,0.519136335129174,0.480553470036325,33.3264394019682,,,34.1840137382826,32.4688650656539,7822.14432193618,670.201827872704,2642.72534421241,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,385.570251464844,373.732727050781,,,1.01937421581319,0.980005394517805,,,0.509687107906597,0.490002697258903,,,33.7639612230231,32.8889175809134
B06,EK09,UBE3A,759.5087890625,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,15190.17578125,,,777.550048828125,741.740112304688,15047,7157,7890,1990,2160,5167,5730,3.30648183970993,,,,,,,,1750,,,,,,,,,,,,,,5118.57503713448,975.932528404168,2946.3513783399,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,768.678955078125,750.40966796875,,,,,,,,,,,,
B07,EK17,PWSIC,352.747924804688,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,7054.95849609375,,,363.218688964844,342.369567871094,17108,4432,12676,1933,2499,5620,7056,0,1.0295113325119,,,1.067984973229,0.991037757110466,2,,1750,,,UBE3A,0.514755682584866,,,0.5339924866145,0.495518878555233,33.982753027634,,,34.8211462135345,33.1443598417334,7724.72794680819,646.930875894962,2480.50561392907,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,358.078521728516,347.44140625,,,1.04914020765959,1.00988252267987,,,0.524570103829796,0.504941261339937,,,34.4104926814055,33.5550133738624
B07,EK17,UBE3A,685.272521972656,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13705.4501953125,,,701.051879882813,669.701843261719,17108,7553,9555,1933,2499,5620,7056,0,,,,,,,,1750,,,,,,,,,,,,,,4473.32048914882,942.590094501968,2501.37000277691,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,693.296752929688,677.302551269531,,,,,,,,,,,,
B08,EK25,PWSIC,37.0011138916016,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,740.022277832031,,,40.4795799255371,33.5329055786133,14082,436,13646,157,279,4750,8896,0.670930858618383,0.146824672818184,,,0.161215592799534,0.132433764022631,2,,1750,,,UBE3A,0.0734123392055414,,,0.0806077963997672,0.0662168820113156,6.83915551593861,,,7.46364514045617,6.21466589142104,8067.55820962048,643.425661024697,873.288023699581,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,38.7745552062988,35.2303428649902,,,0.154166941024266,0.139482415797899,,,0.0770834705121331,0.0697412078989497,,,7.15777090747313,6.52054012440409
B08,EK25,UBE3A,504.017639160156,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,10080.3525390625,,,518.314636230469,489.892242431641,14082,4907,9175,157,279,4750,8896,0.670930858618383,,,,,,,,1750,,,,,,,,,,,,,,4800.54254280994,871.299462804145,2240.47967822727,Copy Number Variation Experiment with a Reference Copy Number of 2,,,,511.290313720703,496.789642333984,,,,,,,,,,,,
B09,EK01,SNORD107,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,0,,,0.251074224710464,0,14040,0,14040,0,0,0,14040,0,,,,,,,,1750,,,UBE3A,,,,,,,,,,,0,447.088859877627,447.088859877627,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,0.114719852805138,0,,,,,,,,,,,,
B09,EK01,UBE3A,0,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX,0,,,0.251074224710464,0,14040,0,14040,0,0,0,14040,0,,,,,,,,2000,,,,,,,,,,,,,,0,879.138273764064,879.138273764064,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,0.114719852805138,0,,,,,,,,,,,,
B10,EK09,SNORD107,845.31884765625,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,16906.376953125,,,865.672180175781,825.311584472656,13730,7037,6693,3453,3584,3271,3422,2.32854851509407,2.13586091995239,,,2.20870708787695,2.06301477359725,2,,1750,,,UBE3A,1.06793046536855,,,1.10435354393848,1.03150738679862,51.6424746021729,,,52.4942101786389,50.7907390257069,8390.82852002418,507.251591127157,4547.80008702287,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,855.659240722656,835.068542480469,,,2.173024780091,2.0986970813832,,,1.0865123900455,1.0493485406916,,,52.0770036685775,51.2079455357683
B10,EK09,UBE3A,791.548583984375,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,15830.9716796875,,,810.987121582031,772.425964355469,13730,6724,7006,3453,3584,3271,3422,2.32854851509407,,,,,,,,2000,,,,,,,,,,,,,,5189.08053877522,1118.86960190826,3112.17610879052,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,801.426086425781,781.753356933594,,,,,,,,,,,,
B11,EK17,SNORD107,673.388732910156,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,13467.7744140625,,,688.31689453125,658.647521972656,18666,8135,10531,3509,4626,4528,6003,1.23956292020397,2.03289842605591,,,2.09641215776039,1.96938469963851,2,,1750,,,UBE3A,1.01644921434972,,,1.04820607888019,0.984692349819257,50.4078757409973,,,51.1888973311587,49.6268541508358,8296.48573279401,491.559230643249,3893.09555845833,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,680.9814453125,665.844604492188,,,2.06530216384686,2.00049469355204,,,1.03265108192343,1.00024734677602,,,50.8063410354491,50.0094104465454
B11,EK17,UBE3A,662.491271972656,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13249.8251953125,,,677.259765625,647.905944824219,18666,8037,10629,3509,4626,4528,6003,1.23956292020397,,,,,,,,2000,,,,,,,,,,,,,,4615.48673952185,1079.02995988941,2601.7184382943,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,670.003051757813,655.027160644531,,,,,,,,,,,,
B12,EK25,SNORD107,39.3493270874023,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,786.986572265625,,,43.0153732299805,35.6946601867676,13498,444,13054,152,292,4459,8595,0.0447413943457256,0.16005152463913,,,0.17565021820216,0.14445284594854,2,,1750,,,UBE3A,0.080025766037675,,,0.0878251091010798,0.0722264229742701,7.40961637714145,,,8.07825243097958,6.74098032330332,9013.53303926485,498.475223558209,778.567509094862,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,41.2183303833008,37.483283996582,,,0.168009998485029,0.152093065665671,,,0.0840049992425143,0.0760465328328357,,,7.75075520970152,7.06847754458138
B12,EK25,UBE3A,491.708221435547,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,9834.1640625,,,506.092071533203,477.498138427734,13498,4611,8887,152,292,4459,8595,0.0447413943457256,,,,,,,,2000,,,,,,,,,,,,,,4955.87786805668,914.384585246093,2294.98360191816,Copy Number Variation Experiment with a Reference Copy Number of 3,,,,499.024963378906,484.436737060547,,,,,,,,,,,,
C01,EK02,PWSIC,456.152954101563,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,9123.05859375,,,468.652313232422,443.784942626953,16291,5236,11055,2250,2986,4709,6346,2.47686190485991,1.39179980754852,,,1.44216510778063,1.3414344858686,2,,1750,,,UBE3A,0.695899898412308,,,0.721082553890314,0.670717242934302,41.0342555633033,,,41.9098461736593,40.1586649529474,8009.93303025889,628.360699330386,3000.83094208661,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,462.513549804688,449.826507568359,,,1.41749547635938,1.36610411728985,,,0.70874773817969,0.683052058644926,,,41.4809696865817,40.587541440025
C01,EK02,UBE3A,655.486450195313,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,13109.728515625,,,671.191650390625,639.988037109375,16291,6959,9332,2250,2986,4709,6346,2.47686190485991,,,,,,,,1750,,,,,,,,,,,,,,5021.99409915723,977.696177142912,2705.29234921937,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,663.473083496094,647.553527832031,,,,,,,,,,,,
C02,EK10,PWSIC,223.099060058594,Manual,CNV,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM,4461.9814453125,,,231.338226318359,214.917205810547,16470,2845,13625,622,2223,2887,10738,1.7390672232297,1.58295166492462,,,1.66137525769209,1.50452804716562,2,,1750,,,UBE3A,0.791475826214427,,,0.830687628846043,0.752264023582812,44.1801008215052,,,45.4018861436823,42.9583154993282,8074.05551933731,649.216671379999,1931.77080146129,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,227.295516967773,218.917526245117,,,1.62296318987439,1.54294011498332,,,0.811481594937193,0.771470057491662,,,44.8034527957559,43.5567488472546
C02,EK10,UBE3A,281.877288818359,Manual,CNV,Unknown,Reference,ddPCR Supermix for Probes (no dUTP),HEX,5637.5458984375,,,291.263580322266,272.565277099609,16470,3509,12961,622,2223,2887,10738,1.7390672232297,,,,,,,,1750,,,,,,,,,,,,,,5140.40134701059,937.468433950816,1832.92026102591,Copy Number Variation Experiment with a Reference Copy Number of 1,,,,286.656860351563,277.117065429688,,,,,,,,,,,,
