ENSSSCG00000004120	SHPRH
ENSSSCG00000004121	FBXO30
ENSSSCG00000004122	EPM2A
ENSSSCG00000004123	ensembl
ENSSSCG00000026681	ensembl
ENSSSCG00000004125	STX11
ENSSSCG00000004127	PLAGL1
ENSSSCG00000004128	ZC2HC1B
ENSSSCG00000004132	ensembl
ENSSSCG00000023897	ensembl
ENSSSCG00000021733	ensembl
ENSSSCG00000004130	ensembl
ENSSSCG00000026897	ensembl
ENSSSCG00000020208	U6
ENSSSCG00000004133	FUCA2
ENSSSCG00000004134	PEX3
ENSSSCG00000004135	ADAT2
ENSSSCG00000004136	ensembl
ENSSSCG00000004137	ensembl
ENSSSCG00000004138	HIVEP2
ENSSSCG00000004139	ADGRG6
ENSSSCG00000004140	VTA1
ENSSSCG00000004141	NMBR
ENSSSCG00000019021	ensembl
ENSSSCG00000024301	U6
ENSSSCG00000004142	CITED2
ENSSSCG00000004143	TXLNB
ENSSSCG00000004144	HECA
ENSSSCG00000004145	ABRACL
ENSSSCG00000004146	REPS1
ENSSSCG00000004147	ECT2L
ENSSSCG00000004148	CCDC28A
ENSSSCG00000004149	NHSL1
ENSSSCG00000020384	SNORA70
ENSSSCG00000004150	HEBP2
ENSSSCG00000022511	U6
ENSSSCG00000004151	ensembl
ENSSSCG00000004154	TNFAIP3
ENSSSCG00000004155	OLIG3
ENSSSCG00000004156	IFNGR1
ENSSSCG00000004158	IL22RA2
ENSSSCG00000004157	havana
ENSSSCG00000004159	ensembl
ENSSSCG00000004160	PEX7
ENSSSCG00000020379	U6
ENSSSCG00000026041	ensembl
ENSSSCG00000031001	MAP3K5
ENSSSCG00000004161	ensembl
ENSSSCG00000004165	PDE7B
ENSSSCG00000004164	MTFR2
ENSSSCG00000004163	BCLAF1
ENSSSCG00000020601	SNORA70
ENSSSCG00000004166	AHI1
ENSSSCG00000004167	MYB
ENSSSCG00000004169	HBS1L
ENSSSCG00000028115	ensembl
ENSSSCG00000004170	ensembl
ENSSSCG00000020130	SNORA31
ENSSSCG00000019571	U6
ENSSSCG00000019507	ensembl
ENSSSCG00000021443	SGK1
ENSSSCG00000004172	SLC2A12
ENSSSCG00000022387	TBPL1
ENSSSCG00000004174	TCF21
ENSSSCG00000004175	ensembl
ENSSSCG00000023999	ensembl
ENSSSCG00000004177	RPS12
ENSSSCG00000018972	SNORA33
ENSSSCG00000018450	SNORD100
ENSSSCG00000018352	SNORD101
ENSSSCG00000004178	SLC18B1
ENSSSCG00000004179	VNN2
ENSSSCG00000004180	ensembl
ENSSSCG00000004181	VNN1
ENSSSCG00000019778	U6
ENSSSCG00000004182	TAAR1
ENSSSCG00000004183	TAAR2
ENSSSCG00000004184	ensembl
ENSSSCG00000004185	TAAR5
ENSSSCG00000004186	TAAR8
ENSSSCG00000027456	ensembl
ENSSSCG00000004187	ensembl
ENSSSCG00000028898	TAAR6
ENSSSCG00000004189	TAAR9
ENSSSCG00000004190	STX7
ENSSSCG00000018825	U1
ENSSSCG00000004191	MOXD1
ENSSSCG00000004192	CTGF
ENSSSCG00000004193	ENPP1
ENSSSCG00000028817	ensembl
ENSSSCG00000004194	ENPP3
ENSSSCG00000004197	ensembl
ENSSSCG00000023740	ensembl
ENSSSCG00000023773	ARG1
ENSSSCG00000004196	ensembl
ENSSSCG00000020095	7SK
ENSSSCG00000029065	ensembl
ENSSSCG00000004195	ensembl
ENSSSCG00000022533	ensembl
ENSSSCG00000004199	ensembl
ENSSSCG00000004200	SMLR1
ENSSSCG00000004201	TMEM200A
ENSSSCG00000004202	SAMD3
ENSSSCG00000004203	L3MBTL3
ENSSSCG00000004204	TMEM244
ENSSSCG00000004205	ensembl
ENSSSCG00000004207	ensembl
ENSSSCG00000004206	ensembl
ENSSSCG00000025669	ensembl
ENSSSCG00000029684	ensembl
ENSSSCG00000004209	PTPRK
ENSSSCG00000024392	ensembl
ENSSSCG00000023872	U6
ENSSSCG00000004213	ensembl
ENSSSCG00000004212	C6orf58
ENSSSCG00000004214	ensembl
ENSSSCG00000025696	U6
ENSSSCG00000004215	KIAA0408
ENSSSCG00000004216	ensembl
ENSSSCG00000004217	RNF146
ENSSSCG00000026970	ensembl
ENSSSCG00000004218	RSPO3
ENSSSCG00000004219	CENPW
ENSSSCG00000004220	TRMT11
ENSSSCG00000004221	HINT3
ENSSSCG00000004222	NCOA7
ENSSSCG00000004223	HEY2
ENSSSCG00000004224	HDDC2
ENSSSCG00000004225	TPD52L1
ENSSSCG00000021149	ensembl
ENSSSCG00000019074	7SK
ENSSSCG00000029277	ensembl
ENSSSCG00000024066	ensembl
ENSSSCG00000030090	ensembl
ENSSSCG00000021086	U6
ENSSSCG00000027613	ensembl
ENSSSCG00000004231	ensembl
ENSSSCG00000004232	CLVS2
ENSSSCG00000004233	SMPDL3A
ENSSSCG00000004234	FABP7
ENSSSCG00000004235	ensembl
ENSSSCG00000004236	ensembl
ENSSSCG00000004237	ensembl
ENSSSCG00000004238	HSF2
ENSSSCG00000025075	ensembl
ENSSSCG00000027399	U6
ENSSSCG00000028308	ensembl
ENSSSCG00000004241	GJA1
ENSSSCG00000004242	TBC1D32
ENSSSCG00000004243	ensembl
ENSSSCG00000004244	MAN1A1
ENSSSCG00000004245	FAM184A
ENSSSCG00000004246	MCM9
ENSSSCG00000004247	ASF1A
ENSSSCG00000030488	ensembl
ENSSSCG00000004249	CEP85L
ENSSSCG00000004248	PLN
ENSSSCG00000023536	ensembl
ENSSSCG00000020423	U6atac
ENSSSCG00000004250	SLC35F1
ENSSSCG00000020885	NUS1
ENSSSCG00000004252	ensembl
ENSSSCG00000004253	ensembl
ENSSSCG00000004254	DCBLD1
ENSSSCG00000026978	ROS1
ENSSSCG00000004255	VGLL2
ENSSSCG00000004256	ensembl
ENSSSCG00000004257	ensembl
ENSSSCG00000019126	U6
ENSSSCG00000004259	ensembl
ENSSSCG00000004260	FAM162B
ENSSSCG00000004261	ensembl
ENSSSCG00000004262	ensembl
ENSSSCG00000004263	ensembl
ENSSSCG00000023834	ensembl
ENSSSCG00000018549	ensembl
ENSSSCG00000027649	ensembl
ENSSSCG00000029062	ensembl
ENSSSCG00000025496	ensembl
ENSSSCG00000025941	ensembl
ENSSSCG00000023510	ensembl
ENSSSCG00000019521	ensembl
ENSSSCG00000004269	ensembl
ENSSSCG00000020480	U6
ENSSSCG00000025129	U6
ENSSSCG00000029872	ensembl
ENSSSCG00000026369	U6
ENSSSCG00000004270	ADGRB3
ENSSSCG00000029565	ensembl
ENSSSCG00000004272	LMBRD1
ENSSSCG00000004273	COL19A1
ENSSSCG00000004274	COL9A1
ENSSSCG00000004275	FAM135A
ENSSSCG00000026204	SDHAF4
ENSSSCG00000004276	SMAP1
ENSSSCG00000026246	B3GAT2
ENSSSCG00000004278	ensembl
ENSSSCG00000004279	OGFRL1
ENSSSCG00000019520	ssc-mir-30c-2
ENSSSCG00000019941	ssc-mir-30a
ENSSSCG00000020544	SNORA70
ENSSSCG00000026394	ensembl
ENSSSCG00000018440	U6
ENSSSCG00000028665	U6
ENSSSCG00000004280	RIMS1
ENSSSCG00000004281	KCNQ5
ENSSSCG00000004282	ensembl
ENSSSCG00000004283	DPPA5
ENSSSCG00000004284	ensembl
ENSSSCG00000004285	OOEP
ENSSSCG00000004287	DDX43
ENSSSCG00000022994	ensembl
ENSSSCG00000028526	ensembl
ENSSSCG00000026943	MRAP2
ENSSSCG00000004289	CEP162
ENSSSCG00000004290	TBX18
ENSSSCG00000004291	NT5E
ENSSSCG00000004293	SNX14
ENSSSCG00000004294	SYNCRIP
ENSSSCG00000019135	SNORD50
ENSSSCG00000019921	SNORD22
ENSSSCG00000004295	ensembl
ENSSSCG00000004296	ensembl
ENSSSCG00000020277	U6
ENSSSCG00000025434	CGA
ENSSSCG00000025140	ZNF292
ENSSSCG00000004299	GJB7
ENSSSCG00000004300	SMIM8
ENSSSCG00000004301	C6orf163
ENSSSCG00000004302	ensembl
ENSSSCG00000004304	SLC35A1
ENSSSCG00000004303	ensembl
ENSSSCG00000004305	ensembl
ENSSSCG00000004306	ORC3
ENSSSCG00000004307	AKIRIN2
ENSSSCG00000004308	SPACA1
ENSSSCG00000004309	CNR1
ENSSSCG00000019769	U1
ENSSSCG00000029003	ensembl
ENSSSCG00000025426	ensembl
ENSSSCG00000018235	ensembl
ENSSSCG00000004311	ensembl
ENSSSCG00000004313	SRSF12
ENSSSCG00000026249	ensembl
ENSSSCG00000004314	PM20D2
ENSSSCG00000004315	GABRR1
ENSSSCG00000024249	GABRR2
ENSSSCG00000004317	UBE2J1
ENSSSCG00000004318	RRAGD
ENSSSCG00000021691	U6
ENSSSCG00000004322	ANKRD6
ENSSSCG00000004324	LYRM2
ENSSSCG00000004328	ensembl
ENSSSCG00000030625	ensembl
ENSSSCG00000004327	ensembl
ENSSSCG00000004329	ensembl
ENSSSCG00000004331	CH242-196P17.1
ENSSSCG00000004330	GJA10
ENSSSCG00000004332	BACH2
ENSSSCG00000004334	MAP3K7
ENSSSCG00000019674	7SK
ENSSSCG00000004336	EPHA7
ENSSSCG00000018695	ensembl
ENSSSCG00000020518	U6
ENSSSCG00000004337	MANEA
ENSSSCG00000004338	FUT9
ENSSSCG00000004339	UFL1
ENSSSCG00000004340	FHL5
ENSSSCG00000004341	GPR63
ENSSSCG00000018143	ensembl
ENSSSCG00000004342	NDUFAF4
ENSSSCG00000028811	ensembl
ENSSSCG00000027002	ensembl
ENSSSCG00000004343	ensembl
ENSSSCG00000004344	ensembl
ENSSSCG00000023339	7SK
ENSSSCG00000004345	ensembl
ENSSSCG00000027413	7SK
ENSSSCG00000025073	U6
ENSSSCG00000019812	ensembl
ENSSSCG00000018969	U6
ENSSSCG00000004346	POU3F2
ENSSSCG00000004347	FBXL4
ENSSSCG00000004348	ensembl
ENSSSCG00000004349	ensembl
ENSSSCG00000023154	ensembl
ENSSSCG00000004350	ensembl
ENSSSCG00000004351	USP45
ENSSSCG00000029638	ensembl
ENSSSCG00000004353	CCNC
ENSSSCG00000004354	PRDM13
ENSSSCG00000004355	ensembl
ENSSSCG00000004356	MCHR2
ENSSSCG00000004357	SIM1
ENSSSCG00000004358	ensembl
ENSSSCG00000019986	5S_rRNA
ENSSSCG00000004359	ensembl
ENSSSCG00000028744	ensembl
ENSSSCG00000024589	ensembl
ENSSSCG00000029707	ensembl
ENSSSCG00000004360	ensembl
ENSSSCG00000021300	ensembl
ENSSSCG00000029152	ensembl
ENSSSCG00000004361	GRIK2
ENSSSCG00000004364	HACE1
ENSSSCG00000004365	LIN28B
ENSSSCG00000004366	BVES
ENSSSCG00000004367	POPDC3
ENSSSCG00000004368	ensembl
ENSSSCG00000004369	ensembl
ENSSSCG00000025497	U6
ENSSSCG00000004371	ensembl_havana
ENSSSCG00000004373	ensembl
ENSSSCG00000004374	ensembl
ENSSSCG00000019893	U6
ENSSSCG00000031023	havana
ENSSSCG00000026609	ensembl
ENSSSCG00000004379	SOBP
ENSSSCG00000004380	ensembl
ENSSSCG00000004381	ensembl
ENSSSCG00000004382	SEC63
ENSSSCG00000004383	OSTM1
ENSSSCG00000004384	NR2E1
ENSSSCG00000004385	SNX3
ENSSSCG00000024176	ensembl
ENSSSCG00000004386	ensembl
ENSSSCG00000004387	FOXO3
ENSSSCG00000004388	ARMC2
ENSSSCG00000004390	SESN1
ENSSSCG00000004389	ensembl
ENSSSCG00000020883	ensembl
ENSSSCG00000004391	CEP57L1
ENSSSCG00000030406	ensembl
ENSSSCG00000004415	ensembl
ENSSSCG00000004414	CD164
ENSSSCG00000004413	PPIL6
ENSSSCG00000004408	SMPD2
ENSSSCG00000004412	MICAL1
ENSSSCG00000004411	ZBTB24
ENSSSCG00000004410	ensembl
ENSSSCG00000020960	ensembl
ENSSSCG00000028519	ensembl
ENSSSCG00000022201	ensembl
ENSSSCG00000004406	GPR6
ENSSSCG00000004405	ensembl
ENSSSCG00000004404	WASF1
ENSSSCG00000004403	CDC40
ENSSSCG00000004402	METTL24
ENSSSCG00000004401	DDO
ENSSSCG00000004399	SLC22A16
ENSSSCG00000004396	ensembl
ENSSSCG00000004395	ensembl
ENSSSCG00000004394	RPF2
ENSSSCG00000004393	GTF3C6
ENSSSCG00000004392	AMD1
ENSSSCG00000025703	ensembl
ENSSSCG00000004419	MFSD4B
ENSSSCG00000004417	ensembl
ENSSSCG00000004418	ensembl
ENSSSCG00000025574	ensembl
ENSSSCG00000025439	ensembl
ENSSSCG00000004420	TRAF3IP2
ENSSSCG00000004421	FYN
ENSSSCG00000027382	U6
ENSSSCG00000004422	WISP3
ENSSSCG00000004423	TUBE1
ENSSSCG00000004424	FAM229B
ENSSSCG00000004425	LAMA4
ENSSSCG00000004428	ensembl
ENSSSCG00000004427	ensembl
ENSSSCG00000004426	RFPL4B
ENSSSCG00000027838	ensembl
ENSSSCG00000023610	ensembl
ENSSSCG00000004432	HDAC2
ENSSSCG00000004433	HS3ST5
ENSSSCG00000004434	FRK
ENSSSCG00000004435	NT5DC1
ENSSSCG00000004436	COL10A1
ENSSSCG00000004439	TSPYL4
ENSSSCG00000004438	TSPYL1
ENSSSCG00000004441	DSE
ENSSSCG00000004444	FAM26F
ENSSSCG00000004445	ensembl
ENSSSCG00000004446	RWDD1
ENSSSCG00000025656	ensembl
ENSSSCG00000004450	LGSN
ENSSSCG00000004451	RIPPLY2
ENSSSCG00000004453	SNAP91
ENSSSCG00000004452	PRSS35
ENSSSCG00000004454	ME1
ENSSSCG00000029129	RWDD2A
ENSSSCG00000004456	PGM3
ENSSSCG00000004457	DOPEY1
ENSSSCG00000026346	ensembl
ENSSSCG00000025745	ensembl
ENSSSCG00000004458	TPBG
ENSSSCG00000004460	IBTK
ENSSSCG00000023353	SNORD112
ENSSSCG00000004463	ensembl
ENSSSCG00000004464	FAM46A
ENSSSCG00000023645	ensembl
ENSSSCG00000022379	ensembl
ENSSSCG00000026384	ensembl
ENSSSCG00000004465	ensembl
ENSSSCG00000004466	TTK
ENSSSCG00000028080	ensembl
ENSSSCG00000004468	SH3BGRL2
ENSSSCG00000004469	LCA5
ENSSSCG00000004470	ensembl
ENSSSCG00000004473	ensembl
ENSSSCG00000004472	IRAK1BP1
ENSSSCG00000004475	HTR1B
ENSSSCG00000023687	ensembl
ENSSSCG00000004477	IMPG1
ENSSSCG00000004478	MYO6
ENSSSCG00000020702	SENP6
ENSSSCG00000019589	U1
ENSSSCG00000028780	ensembl
ENSSSCG00000024138	U6
ENSSSCG00000004479	FILIP1
ENSSSCG00000030275	ensembl
ENSSSCG00000030121	U6
ENSSSCG00000004484	ensembl
ENSSSCG00000004480	COX7A2
ENSSSCG00000019933	7SK
ENSSSCG00000004485	CD109
ENSSSCG00000004486	SLC17A5
ENSSSCG00000004489	EEF1A1
ENSSSCG00000004487	MTO1
ENSSSCG00000021383	MB21D1
ENSSSCG00000025743	ensembl
ENSSSCG00000004490	SETBP1
ENSSSCG00000018364	7SK
ENSSSCG00000004491	SLC14A2
ENSSSCG00000004492	SLC14A1
ENSSSCG00000004493	SIGLEC15
ENSSSCG00000004494	ensembl
ENSSSCG00000021072	ensembl
ENSSSCG00000021219	ensembl
ENSSSCG00000004497	PSTPIP2
ENSSSCG00000004498	HAUS1
ENSSSCG00000004499	ATP5A1
ENSSSCG00000004500	C18orf25
ENSSSCG00000004501	ensembl
ENSSSCG00000004502	RNF165
ENSSSCG00000004503	ensembl
ENSSSCG00000028984	ensembl
ENSSSCG00000004505	SMAD2
ENSSSCG00000028076	ZBTB7C
ENSSSCG00000004506	CTIF
ENSSSCG00000004507	SMAD7
ENSSSCG00000004508	ensembl
ENSSSCG00000029642	RPL17
ENSSSCG00000030194	SNORD58
ENSSSCG00000028329	SNORD58
ENSSSCG00000024372	SNORD58
ENSSSCG00000027951	ensembl
ENSSSCG00000025083	ensembl
ENSSSCG00000030463	ensembl
ENSSSCG00000004509	LIPG
ENSSSCG00000004510	ACAA2
ENSSSCG00000020045	SCARNA17
ENSSSCG00000020491	SCARNA18
ENSSSCG00000004511	MYO5B
ENSSSCG00000025161	ensembl
ENSSSCG00000004513	ensembl
ENSSSCG00000021016	ensembl
ENSSSCG00000004515	ensembl
ENSSSCG00000027690	ensembl
ENSSSCG00000004516	MBD1
ENSSSCG00000004517	CXXC1
ENSSSCG00000004518	SKA1
ENSSSCG00000004520	MAPK4
ENSSSCG00000004521	MRO
ENSSSCG00000004522	ME2
ENSSSCG00000024479	ELAC1
ENSSSCG00000019329	U2
ENSSSCG00000004524	SMAD4
ENSSSCG00000004525	ensembl
ENSSSCG00000004527	ensembl
ENSSSCG00000004528	MBD2
ENSSSCG00000004529	POLI
ENSSSCG00000004530	ensembl
ENSSSCG00000004531	C18orf54
ENSSSCG00000004532	ensembl
ENSSSCG00000004533	RAB27B
ENSSSCG00000004534	CCDC68
ENSSSCG00000004535	havana
ENSSSCG00000020381	ensembl
ENSSSCG00000004537	TXNL1
ENSSSCG00000004538	WDR7
ENSSSCG00000029836	ensembl
ENSSSCG00000004540	ONECUT2
ENSSSCG00000030235	ensembl
ENSSSCG00000004539	ensembl
ENSSSCG00000004541	FECH
ENSSSCG00000004542	NARS
ENSSSCG00000004543	MTFMT
ENSSSCG00000004544	SPG21
ENSSSCG00000004545	ANKDD1A
ENSSSCG00000004546	SUMO1
ENSSSCG00000026645	ensembl
ENSSSCG00000004547	ensembl
ENSSSCG00000004548	PIF1
ENSSSCG00000020916	ensembl
ENSSSCG00000004549	RBPMS2
ENSSSCG00000004550	OAZ2
ENSSSCG00000004551	ZNF609
ENSSSCG00000004552	TRIP4
ENSSSCG00000004554	ensembl
ENSSSCG00000022697	ensembl
ENSSSCG00000004555	ensembl
ENSSSCG00000004558	CSNK1G1
ENSSSCG00000004557	ensembl
ENSSSCG00000004556	ensembl
ENSSSCG00000004560	ensembl
ENSSSCG00000021588	ensembl
ENSSSCG00000004561	ensembl
ENSSSCG00000020403	SNORD112
ENSSSCG00000028737	ensembl
ENSSSCG00000004563	ensembl
ENSSSCG00000029654	ensembl
ENSSSCG00000004565	CA12
ENSSSCG00000004567	APH1B
ENSSSCG00000026571	RAB8B
ENSSSCG00000023158	RPS27L
ENSSSCG00000004569	LACTB
ENSSSCG00000004570	TPM1
ENSSSCG00000024088	ensembl
ENSSSCG00000018544	ssc-mir-190a
ENSSSCG00000024863	ensembl
ENSSSCG00000029795	ensembl
ENSSSCG00000004571	ensembl
ENSSSCG00000025668	ensembl
ENSSSCG00000022253	U6
ENSSSCG00000004572	ensembl
ENSSSCG00000004573	ensembl
ENSSSCG00000030636	ensembl
ENSSSCG00000024949	ensembl
ENSSSCG00000027318	ensembl
ENSSSCG00000023568	ensembl
ENSSSCG00000023100	ensembl
ENSSSCG00000026189	ensembl
ENSSSCG00000025747	ensembl
ENSSSCG00000004575	ensembl
ENSSSCG00000004576	RORA
ENSSSCG00000004577	ICE2
ENSSSCG00000004578	ANXA2
ENSSSCG00000004579	ensembl
ENSSSCG00000004580	ensembl
ENSSSCG00000004581	ensembl
ENSSSCG00000020189	U6
ENSSSCG00000004582	ensembl
ENSSSCG00000004583	GTF2A2
ENSSSCG00000004584	GCNT3
ENSSSCG00000004585	ensembl
ENSSSCG00000004586	FAM81A
ENSSSCG00000004587	MYO1E
ENSSSCG00000018846	snoU13
ENSSSCG00000004588	CCNB2
ENSSSCG00000004589	RNF111
ENSSSCG00000004592	ensembl
ENSSSCG00000004590	ensembl
ENSSSCG00000023625	ensembl
ENSSSCG00000024131	ensembl
ENSSSCG00000004594	ensembl
ENSSSCG00000029184	ensembl
ENSSSCG00000024660	ensembl
ENSSSCG00000021143	ensembl
ENSSSCG00000004595	ADAM10
ENSSSCG00000004596	ensembl
ENSSSCG00000019377	U6
ENSSSCG00000004597	AQP9
ENSSSCG00000025578	ensembl
ENSSSCG00000023356	ensembl
ENSSSCG00000030605	POLR2M
ENSSSCG00000004598	MYZAP
ENSSSCG00000026445	ensembl
ENSSSCG00000004600	CH242-58J12.2
ENSSSCG00000026960	ZNF280D
ENSSSCG00000018304	U6
ENSSSCG00000004601	MNS1
ENSSSCG00000021582	7SK
ENSSSCG00000004602	TEX9
ENSSSCG00000029928	7SK
ENSSSCG00000024210	ensembl
ENSSSCG00000020082	SNORA70
ENSSSCG00000004603	RFX7
ENSSSCG00000029459	ensembl
ENSSSCG00000024042	ensembl
ENSSSCG00000023413	ensembl
ENSSSCG00000004607	PYGO1
ENSSSCG00000004608	DYX1C1
ENSSSCG00000004610	CCPG1
ENSSSCG00000018806	ssc-mir-628
ENSSSCG00000024046	ensembl
ENSSSCG00000023260	ensembl
ENSSSCG00000004612	RAB27A
ENSSSCG00000024983	RSL24D1
ENSSSCG00000004614	UNC13C
ENSSSCG00000030193	ensembl
ENSSSCG00000025257	ensembl
ENSSSCG00000024057	ensembl
ENSSSCG00000004615	ensembl
ENSSSCG00000004616	ONECUT1
ENSSSCG00000004617	FAM214A
ENSSSCG00000004618	ARPP19
ENSSSCG00000004620	MYO5A
ENSSSCG00000004621	MYO5C
ENSSSCG00000004622	GNB5
ENSSSCG00000004623	BCL2L10
ENSSSCG00000004624	MAPK6
ENSSSCG00000004625	LEO1
ENSSSCG00000004626	TMOD3
ENSSSCG00000004630	SCG3
ENSSSCG00000004629	LYSMD2
ENSSSCG00000004628	TMOD2
ENSSSCG00000004631	ensembl
ENSSSCG00000004632	GLDN
ENSSSCG00000030168	CYP19A1
ENSSSCG00000004633	TNFAIP8L3
ENSSSCG00000004634	ensembl
ENSSSCG00000004635	SPPL2A
ENSSSCG00000004636	TRPM7
ENSSSCG00000020575	U6
ENSSSCG00000004638	USP50
ENSSSCG00000004639	USP8
ENSSSCG00000020721	ensembl
ENSSSCG00000004642	ensembl
ENSSSCG00000004645	ensembl
ENSSSCG00000004644	HDC
ENSSSCG00000004643	SLC27A2
ENSSSCG00000004646	ensembl
ENSSSCG00000004647	DTWD1
ENSSSCG00000004648	ensembl
ENSSSCG00000027906	ensembl
ENSSSCG00000020664	ensembl
ENSSSCG00000004650	ensembl
ENSSSCG00000020800	ensembl
ENSSSCG00000004651	GALK2
ENSSSCG00000004652	COPS2
ENSSSCG00000004653	SECISBP2L
ENSSSCG00000004655	SHC4
ENSSSCG00000004656	EID1
ENSSSCG00000004657	CEP152
ENSSSCG00000004658	FBN1
ENSSSCG00000026096	ensembl
ENSSSCG00000004659	SLC12A1
ENSSSCG00000004661	MYEF2
ENSSSCG00000004662	SLC24A5
ENSSSCG00000004663	SEMA6D
ENSSSCG00000030173	SNORA70
ENSSSCG00000004664	ensembl
ENSSSCG00000004665	SQRDL
ENSSSCG00000004666	ensembl
ENSSSCG00000030710	ensembl
ENSSSCG00000004668	SLC30A4
ENSSSCG00000004672	GATM
ENSSSCG00000004671	SPATA5L1
ENSSSCG00000004670	C15orf48
ENSSSCG00000018328	ensembl
ENSSSCG00000004673	SLC28A2
ENSSSCG00000004674	SHF
ENSSSCG00000004675	DUOX1
ENSSSCG00000004676	DUOXA2
ENSSSCG00000004677	DUOXA1
